timestamp,total,passed,failed,skipped,pass_rate,time
2026-08-13 22:17:32,5,5,0,0,100.0,13.9
2026-08-13 22:17:45,8,8,0,0,100.0,25.934
2026-08-13 22:17:45,8,8,0,0,100.0,25.934
