timestamp,total,passed,failed,skipped,pass_rate,time
2026-08-13 22:11:36,5,4,1,0,80.0,20.913
2026-08-13 22:12:00,8,6,2,0,75.0,44.112
2026-08-13 22:12:00,8,6,2,0,75.0,44.112
